,drugbank_id,name,min dosage strength value,min dosage strength unit,max dosage strength value,max dosage strength unit,route,form,group,kinase inhibitor category,cas,smiles,ALOGPS solubility value,ALOGPS solubility unit
467,DB01421,Paromomycin,250.0,mg,250.0,mg,Oral,Capsule,"['approved', 'investigational']",False,7542-37-2,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,79.7,g/l
468,DB01436,Alfacalcidol,0.0002,mg,0.002,mg,Oral,Liquid,"['approved', 'nutraceutical']",False,41294-56-8,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,0.00163,g/l
482,DB01592,Iron,6.0,mg,325.0,mg/1,Oral,Tablet,['approved'],False,7439-89-6,[Fe],,
492,DB01618,Molindone,5.0,mg/1,25.0,mg/1,Oral,Tablet,['approved'],False,7416-34-4,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2,0.474,g/l
504,DB04574,Estrone sulfate,0.75,mg/1,3.0,mg/1,Oral,Tablet,['approved'],False,481-97-0,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O,0.0059,g/l
509,DB04841,Flunarizine,5.0,mg,5.0,mg,Oral,Capsule,['approved'],False,52468-60-7,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,0.00168,g/l
511,DB04844,Tetrabenazine,12.5,mg/1,25.0,mg,Oral,Tablet,"['approved', 'investigational']",False,58-46-8,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,0.361,g/l
514,DB04861,Nebivolol,2.5,mg,20.0,mg/1,Oral,Tablet,"['approved', 'investigational']",False,118457-14-0,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,0.0403,g/l
518,DB04896,Milnacipran,12.5,mg/1,100.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,92623-85-3,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1,1.23,g/l
528,DB05294,Vandetanib,100.0,mg/1,300.0,mg,Oral,Tablet,['approved'],True,443913-73-3,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,0.0102,g/l
531,DB05521,Telaprevir,375.0,mg,375.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,402957-28-2,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,0.0355,g/l
532,DB05541,Brivaracetam,10.0,mg,100.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,357336-20-0,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1,46.8,g/l
558,DB06412,Oxymetholone,50.0,mg/1,50.0,mg/1,Oral,Tablet,"['approved', 'illicit']",False,434-07-1,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O,0.0349,g/l
570,DB06684,Vilazodone,10.0,mg/1,40.0,mg,Oral,Tablet,['approved'],False,163521-12-8,NC(=O)C1=CC2=C(O1)C=CC(=C2)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,0.123,g/l
575,DB06702,Fesoterodine,4.0,mg/1,8.0,mg,Oral,"Tablet, film coated, extended release",['approved'],False,286930-02-7,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,0.00205,g/l
607,DB08887,Icosapent ethyl,500.0,mg/1,1000.0,mg/1,Oral,Capsule,"['approved', 'investigational', 'nutraceutical']",False,86227-47-6,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,9.83e-05,g/l
613,DB08901,Ponatinib,15.0,mg,45.0,mg/1,Oral,Tablet,"['approved', 'investigational']",True,943319-70-8,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,0.00295,g/l
614,DB08903,Bedaquiline,100.0,mg,100.0,mg,Oral,Tablet,['approved'],False,843663-66-1,COC1=NC2=C(C=C(Br)C=C2)C=C1[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=CC=CC2=C1C=CC=C2,0.000193,g/l
616,DB08908,Dimethyl fumarate,120.0,mg,240.0,mg,Oral,"Capsule, delayed release","['approved', 'investigational']",False,624-49-7,[H]\C(=C(\[H])C(=O)OC)C(=O)OC,12.9,g/l
627,DB08938,Magaldrate,480.0,mg,480.0,mg,Oral,Tablet,"['approved', 'withdrawn']",False,74978-16-8,[OH-].[Mg++].[Al+3].[O-]S([O-])(=O)=O,,
652,DB09083,Ivabradine,5.0,mg/1,7.5,mg,Oral,"Tablet, film coated",['approved'],False,155974-00-8,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,0.0202,g/l
653,DB09090,Pinaverium,50.0,mg,100.0,mg,Oral,Tablet,['approved'],False,59995-65-2,COC1=C(OC)C=C(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)C(Br)=C1,3.42e-06,g/l
662,DB09123,Dienogest,2.0,mg,2.0,mg,Oral,Tablet,['approved'],False,65928-58-7,[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],0.0761,g/l
669,DB09272,Eluxadoline,75.0,mg/1,100.0,mg/1,Oral,"Tablet, film coated","['approved', 'investigational']",False,864821-90-9,COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O,0.00268,g/l
696,DB11637,Delamanid,50.0,mg,50.0,mg,Oral,"Tablet, film coated","['approved', 'investigational']",False,681492-22-8,C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O,0.00222,g/l
726,DB13908,Amylmetacresol,0.6,mg,0.6,mg,Oral,Lozenge,['approved'],False,1300-94-3,CCCCCC1=CC=C(C)C=C1O,0.068,g/l
